"Species","Transcript_ID","Family","Superfamily"
"strongyloides_venezuelensis","SVE_0177900.1","sro","Solo"
"strongyloides_venezuelensis","SVE_0195100.1","srbc","Solo"
"strongyloides_venezuelensis","SVE_0209600.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0222700.1","srab","Sra"
"strongyloides_venezuelensis","SVE_0230800.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0230900.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0238000.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0238100.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0248800.1","srm","Str"
"strongyloides_venezuelensis","SVE_0259300.1","srsx","Solo"
"strongyloides_venezuelensis","SVE_0266000.1","three_four","Str"
"strongyloides_venezuelensis","SVE_0266100.1","three_four","Str"
"strongyloides_venezuelensis","SVE_0269400.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0272700.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0300700.1","srbc","Solo"
"strongyloides_venezuelensis","SVE_0319100.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0328000.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0329100.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0329200.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0329300.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0329400.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0329800.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0338500.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0338600.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0338800.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0340800.1","sre","Sra"
"strongyloides_venezuelensis","SVE_0340900.1","sro","Solo"
"strongyloides_venezuelensis","SVE_0341200.1","three_four","Str"
"strongyloides_venezuelensis","SVE_0341700.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0341800.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0342700.1","three_four","Str"
"strongyloides_venezuelensis","SVE_0350500.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0352200.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0360400.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0366100.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0366500.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0366600.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0376900.1","srab","Sra"
"strongyloides_venezuelensis","SVE_0379800.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0392500.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0392800.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0393100.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0417700.1","three_four","Str"
"strongyloides_venezuelensis","SVE_0422000.1","srab","Sra"
"strongyloides_venezuelensis","SVE_0422100.1","srab","Sra"
"strongyloides_venezuelensis","SVE_0422300.1","srab","Sra"
"strongyloides_venezuelensis","SVE_0495300.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0515000.1","srsx","Solo"
"strongyloides_venezuelensis","SVE_0564800.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0576200.1","four","Str"
"strongyloides_venezuelensis","SVE_0586500.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0587300.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0587600.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0594400.1","sre","Sra"
"strongyloides_venezuelensis","SVE_0598500.1","srh","Str"
"strongyloides_venezuelensis","SVE_0623400.1","srj","Str"
"strongyloides_venezuelensis","SVE_0624200.1","srbc","Solo"
"strongyloides_venezuelensis","SVE_0628800.1","srw","Solo"
"strongyloides_venezuelensis","SVE_0641900.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0642100.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0642400.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0642600.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0648200.1","sre","Sra"
"strongyloides_venezuelensis","SVE_0654400.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0654600.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0655900.1","srw","Solo"
"strongyloides_venezuelensis","SVE_0664200.1","srw","Solo"
"strongyloides_venezuelensis","SVE_0668600.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0684100.1","srsx","Solo"
"strongyloides_venezuelensis","SVE_0685200.1","srx","Srg"
"strongyloides_venezuelensis","SVE_0690200.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0695200.1","srbc","Solo"
"strongyloides_venezuelensis","SVE_0716300.1","srbc","Solo"
"strongyloides_venezuelensis","SVE_0716400.1","srbc","Solo"
"strongyloides_venezuelensis","SVE_0731300.1","srz","Solo"
"strongyloides_venezuelensis","SVE_0731600.1","srbc","Solo"
"strongyloides_venezuelensis","SVE_0755400.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0762400.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0834500.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0847700.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0862900.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0863000.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0863100.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0867900.1","srw","Solo"
"strongyloides_venezuelensis","SVE_0872500.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0878300.1","srbc","Solo"
"strongyloides_venezuelensis","SVE_0883500.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0883800.1","srbc","Solo"
"strongyloides_venezuelensis","SVE_0886800.1","three_four","Str"
"strongyloides_venezuelensis","SVE_0899200.1","srx","Srg"
"strongyloides_venezuelensis","SVE_0900100.1","srx","Srg"
"strongyloides_venezuelensis","SVE_0900900.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0970200.1","srbc","Solo"
"strongyloides_venezuelensis","SVE_0996500.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0997500.1","sra","Sra"
"strongyloides_venezuelensis","SVE_1000654750.1","srx","Srg"
"strongyloides_venezuelensis","SVE_1009200.1","srm","Str"
"strongyloides_venezuelensis","SVE_1021000.1","srv","Srg"
"strongyloides_venezuelensis","SVE_1021500.1","srv","Srg"
"strongyloides_venezuelensis","SVE_1029300.1","srw","Solo"
"strongyloides_venezuelensis","SVE_1030800.1","srw","Solo"
"strongyloides_venezuelensis","SVE_1036800.1","sre","Sra"
"strongyloides_venezuelensis","SVE_1042900.1","srx","Srg"
"strongyloides_venezuelensis","SVE_1056900.1","srbc","Solo"
"strongyloides_venezuelensis","SVE_1077100.1","srt","Srg"
"strongyloides_venezuelensis","SVE_1080000.1","srv","Srg"
"strongyloides_venezuelensis","SVE_1080100.1","srv","Srg"
"strongyloides_venezuelensis","SVE_1102700.1","three_four","Str"
"strongyloides_venezuelensis","SVE_1103100.1","srt","Srg"
"strongyloides_venezuelensis","SVE_1105400.1","srt","Srg"
"strongyloides_venezuelensis","SVE_1123500.1","srg","Srg"
"strongyloides_venezuelensis","SVE_1157700.1","srv","Srg"
"strongyloides_venezuelensis","SVE_1183400.1","srt","Srg"
"strongyloides_venezuelensis","SVE_1217800.1","srv","Srg"
"strongyloides_venezuelensis","SVE_1223800.1","three_four","Str"
"strongyloides_venezuelensis","SVE_1276100.1","srm","Str"
"strongyloides_venezuelensis","SVE_1443300.1","srv","Srg"
"strongyloides_venezuelensis","SVE_1566300.1","srab","Sra"
"strongyloides_venezuelensis","SVE_1568900.1","srg","Srg"
"strongyloides_venezuelensis","SVE_1569200.1","srab","Sra"
"strongyloides_venezuelensis","SVE_1576000.1","srv","Srg"
"strongyloides_venezuelensis","SVE_1578700.1","srsx","Solo"
"strongyloides_venezuelensis","SVE_1578900.1","srt","Srg"
"strongyloides_venezuelensis","SVE_1582300.1","srsx","Solo"
"strongyloides_venezuelensis","SVE_1647600.1","srxa","Srg"
"strongyloides_venezuelensis","SVE_1648600.1","srsx","Solo"
"strongyloides_venezuelensis","SVE_1653700.1","srg","Srg"
"strongyloides_venezuelensis","SVE_1655200.1","three_four","Str"
"strongyloides_venezuelensis","SVE_1655300.1","three_four","Str"
"strongyloides_venezuelensis","SVE_1655800.1","srsx","Solo"
"strongyloides_venezuelensis","SVE_1686500.1","srab","Sra"
"strongyloides_venezuelensis","SVE_1707600.1","four","Str"
"strongyloides_venezuelensis","SVE_1746200.1","srab","Sra"
"strongyloides_venezuelensis","SVE_1767700.1","sre","Sra"
"strongyloides_venezuelensis","SVE_1853900.1","srv","Srg"
"strongyloides_venezuelensis","SVE_1857100.1","srv","Srg"
"strongyloides_venezuelensis","SVE_1858900.1","srv","Srg"
"strongyloides_venezuelensis","SVE_1889700.1","srg","Srg"
"strongyloides_venezuelensis","SVE_1893800.1","sro","Solo"
"strongyloides_venezuelensis","SVE_1944100.1","srt","Srg"
"strongyloides_venezuelensis","SVE_1946900.2","srt","Srg"
"strongyloides_venezuelensis","SVE_1947000.1","srt","Srg"
"strongyloides_venezuelensis","SVE_1947100.1","srt","Srg"
"strongyloides_venezuelensis","SVE_1947200.1","srt","Srg"
"strongyloides_venezuelensis","SVE_1951000.1","srt","Srg"
"strongyloides_venezuelensis","SVE_1951800.1","three_four","Str"
"strongyloides_venezuelensis","SVE_1971800.1","srw","Solo"
"strongyloides_venezuelensis","SVE_1992200.1","srg","Srg"
"strongyloides_venezuelensis","SVE_1992600.1","srv","Srg"
"strongyloides_venezuelensis","SVE_1994800.1","srv","Srg"
"strongyloides_venezuelensis","SVE_1994900.1","srg","Srg"
"strongyloides_venezuelensis","SVE_1999400.1","srv","Srg"
"strongyloides_venezuelensis","SVE_2000010633.1","srv","Srg"
"strongyloides_venezuelensis","SVE_2000010666.1","srv","Srg"
"strongyloides_venezuelensis","SVE_2002500.1","str","Str"
"strongyloides_venezuelensis","SVE_2010500.1","srv","Srg"
"strongyloides_venezuelensis","SVE_2013200.1","srv","Srg"
"strongyloides_venezuelensis","SVE_2018100.1","srv","Srg"
"strongyloides_venezuelensis","SVE_2019100.1","srh","Str"
"strongyloides_venezuelensis","SVE_2019500.1","srv","Srg"
"strongyloides_venezuelensis","SVE_2019600.1","srv","Srg"
"strongyloides_venezuelensis","SVE_2021400.1","srv","Srg"
"strongyloides_venezuelensis","SVE_2021500.1","srv","Srg"
"strongyloides_venezuelensis","SVE_2022200.1","srg","Srg"
"strongyloides_venezuelensis","SVE_2022700.1","srx","Srg"
"strongyloides_venezuelensis","SVE_2026500.1","srv","Srg"
"strongyloides_venezuelensis","SVE_2027400.1","srv","Srg"
"syphacia_muris","SMUV_0000192601","srbc","Solo"
"syphacia_muris","SMUV_0000323901","srw","Solo"
"syphacia_muris","SMUV_0000344501","three_four","Str"
"syphacia_muris","SMUV_0000372101","srx","Srg"
"syphacia_muris","SMUV_0000374601","srw","Solo"
"syphacia_muris","SMUV_0000430101","srbc","Solo"
"syphacia_muris","SMUV_0000445801","srw","Solo"
"syphacia_muris","SMUV_0000481301","srxa","Srg"
"syphacia_muris","SMUV_0000516401","srsx","Solo"
"syphacia_muris","SMUV_0000516501","srsx","Solo"
"syphacia_muris","SMUV_0000628301","srsx","Solo"
"syphacia_muris","SMUV_0000688101","srab","Sra"
"syphacia_muris","SMUV_0000807601","srw","Solo"
"syphacia_muris","SMUV_0000826701","srd","Str"
"syphacia_muris","SMUV_0000927601","srab","Sra"
"syphacia_muris","SMUV_0001039501","srbc","Solo"
"thelazia_callipaeda","TCLT_0000088301","srbc","Solo"
"thelazia_callipaeda","TCLT_0000092001","srbc","Solo"
"thelazia_callipaeda","TCLT_0000168601","srab","Sra"
"thelazia_callipaeda","TCLT_0000169301","srbc","Solo"
"thelazia_callipaeda","TCLT_0000215801","srw","Solo"
"thelazia_callipaeda","TCLT_0000234001","srw","Solo"
"thelazia_callipaeda","TCLT_0000260701","srw","Solo"
"thelazia_callipaeda","TCLT_0000270601","srw","Solo"
"thelazia_callipaeda","TCLT_0000270701","srbc","Solo"
"thelazia_callipaeda","TCLT_0000288901","srxa","Srg"
"thelazia_callipaeda","TCLT_0000346801","srw","Solo"
"thelazia_callipaeda","TCLT_0000368401","srab","Sra"
"thelazia_callipaeda","TCLT_0000377401","srsx","Solo"
"thelazia_callipaeda","TCLT_0000392601","srw","Solo"
"thelazia_callipaeda","TCLT_0000400401","srx","Srg"
"thelazia_callipaeda","TCLT_0000549401","srx","Srg"
"thelazia_callipaeda","TCLT_0000592901","srsx","Solo"
"thelazia_callipaeda","TCLT_0000603701","srj","Str"
"thelazia_callipaeda","TCLT_0000614101","srw","Solo"
"thelazia_callipaeda","TCLT_0000623601","srx","Srg"
"thelazia_callipaeda","TCLT_0000652601","srsx","Solo"
"thelazia_callipaeda","TCLT_0000683001","srsx","Solo"
"thelazia_callipaeda","TCLT_0000707001","srt","Srg"
"thelazia_callipaeda","TCLT_0000755001","srj","Str"
"thelazia_callipaeda","TCLT_0000856801","srx","Srg"
"thelazia_callipaeda","TCLT_0000918201","srw","Solo"
"thelazia_callipaeda","TCLT_0000931001","srbc","Solo"
"thelazia_callipaeda","TCLT_0000952501","srab","Sra"
"thelazia_callipaeda","TCLT_0000969401","srsx","Solo"
"thelazia_callipaeda","TCLT_0000994001","srsx","Solo"
"thelazia_callipaeda","TCLT_0001007501","srxa","Srg"
"thelazia_callipaeda","TCLT_0001027401","srt","Srg"
"thelazia_callipaeda","TCLT_0001040401","srw","Solo"
"thelazia_callipaeda","TCLT_0001056001","srab","Sra"
"thelazia_callipaeda","TCLT_0001067601","srw","Solo"
"thelazia_callipaeda","TCLT_0001087401","srab","Sra"
"thelazia_callipaeda","TCLT_0001091901","srab","Sra"
"toxocara_canis","Tcan_00081.1","srx","Srg"
"toxocara_canis","Tcan_00085.1","srd","Str"
"toxocara_canis","Tcan_00094.1","srsx","Solo"
"toxocara_canis","Tcan_00255.1","srx","Srg"
"toxocara_canis","Tcan_00405.1","srsx","Solo"
"toxocara_canis","Tcan_00486.1","srab","Sra"
"toxocara_canis","Tcan_00603.1","srt","Srg"
"toxocara_canis","Tcan_00917.1","three_four","Str"
"toxocara_canis","Tcan_01262.1","srt","Srg"
"toxocara_canis","Tcan_01944.1","srsx","Solo"
"toxocara_canis","Tcan_01984.1","srw","Solo"
"toxocara_canis","Tcan_02150.1","srsx","Solo"
"toxocara_canis","Tcan_02240.1","srsx","Solo"
"toxocara_canis","Tcan_02279.1","srbc","Solo"
"toxocara_canis","Tcan_02565.1","srt","Srg"
"toxocara_canis","Tcan_03058.1","srab","Sra"
"toxocara_canis","Tcan_03062.1","srbc","Solo"
"toxocara_canis","Tcan_03074.1","srsx","Solo"
"toxocara_canis","Tcan_03130.1","srsx","Solo"
"toxocara_canis","Tcan_03275.1","srt","Srg"
"toxocara_canis","Tcan_03462.1","srt","Srg"
"toxocara_canis","Tcan_03476.1","srsx","Solo"
"toxocara_canis","Tcan_03488.1","srt","Srg"
"toxocara_canis","Tcan_03613.1","srx","Srg"
"toxocara_canis","Tcan_03642.1","srt","Srg"
"toxocara_canis","Tcan_03651.1","srt","Srg"
"toxocara_canis","Tcan_03671.1","srd","Str"
"toxocara_canis","Tcan_03894.1","srsx","Solo"
"toxocara_canis","Tcan_04205.1","sre","Sra"
"toxocara_canis","Tcan_04431.1","srab","Sra"
"toxocara_canis","Tcan_04432.1","srx","Srg"
"toxocara_canis","Tcan_04473.1","three_four","Str"
"toxocara_canis","Tcan_04474.1","srt","Srg"
"toxocara_canis","Tcan_04477.1","three_four","Str"
"toxocara_canis","Tcan_04535.1","three_four","Str"
"toxocara_canis","Tcan_05046.1","srb","Sra"
"toxocara_canis","Tcan_05258.1","srsx","Solo"
"toxocara_canis","Tcan_05308.1","srab","Sra"
"toxocara_canis","Tcan_05315.1","srab","Sra"
"toxocara_canis","Tcan_05494.1","srw","Solo"
"toxocara_canis","Tcan_05554.1","srab","Sra"
"toxocara_canis","Tcan_05594.1","srbc","Solo"
"toxocara_canis","Tcan_05739.1","three_four","Str"
"toxocara_canis","Tcan_05740.1","three_four","Str"
"toxocara_canis","Tcan_07065.1","srbc","Solo"
"toxocara_canis","Tcan_07242.1","srx","Srg"
"toxocara_canis","Tcan_08480.1","srbc","Solo"
"toxocara_canis","Tcan_08507.1","srab","Sra"
"toxocara_canis","Tcan_08738.1","three_four","Str"
"toxocara_canis","Tcan_08962.1","srt","Srg"
"toxocara_canis","Tcan_09435.1","three_four","Str"
"toxocara_canis","Tcan_09439.1","three_four","Str"
"toxocara_canis","Tcan_09446.1","three_four","Str"
"toxocara_canis","Tcan_09561.1","srt","Srg"
"toxocara_canis","Tcan_09816.1","srt","Srg"
"toxocara_canis","Tcan_09877.1","srsx","Solo"
"toxocara_canis","Tcan_09879.1","srsx","Solo"
"toxocara_canis","Tcan_09980.1","srd","Str"
"toxocara_canis","Tcan_10006.1","srx","Srg"
"toxocara_canis","Tcan_10029.1","srx","Srg"
"toxocara_canis","Tcan_10048.1","srt","Srg"
"toxocara_canis","Tcan_10153.1","srbc","Solo"
"toxocara_canis","Tcan_10163.1","srsx","Solo"
"toxocara_canis","Tcan_10179.1","srxa","Srg"
"toxocara_canis","Tcan_10188.1","srxa","Srg"
"toxocara_canis","Tcan_10384.1","srw","Solo"
"toxocara_canis","Tcan_10422.1","sro","Solo"
"toxocara_canis","Tcan_10537.1","srd","Str"
"toxocara_canis","Tcan_10693.1","three_four","Str"
"toxocara_canis","Tcan_10703.1","three_four","Str"
"toxocara_canis","Tcan_10950.1","three_four","Str"
"toxocara_canis","Tcan_10957.1","srt","Srg"
"toxocara_canis","Tcan_10964.1","srt","Srg"
"toxocara_canis","Tcan_11271.1","srab","Sra"
"toxocara_canis","Tcan_11810.1","srsx","Solo"
"toxocara_canis","Tcan_11896.1","srd","Str"
"toxocara_canis","Tcan_11901.1","srsx","Solo"
"toxocara_canis","Tcan_11933.1","srbc","Solo"
"toxocara_canis","Tcan_12044.1","srsx","Solo"
"toxocara_canis","Tcan_12064.1","srsx","Solo"
"toxocara_canis","Tcan_12154.1","srx","Srg"
"toxocara_canis","Tcan_12158.1","sre","Sra"
"toxocara_canis","Tcan_12451.1","srx","Srg"
"toxocara_canis","Tcan_12644.1","three_four","Str"
"toxocara_canis","Tcan_13164.1","three_four","Str"
"toxocara_canis","Tcan_13170.1","three_four","Str"
"toxocara_canis","Tcan_13186.1","srt","Srg"
"toxocara_canis","Tcan_13204.1","three_four","Str"
"toxocara_canis","Tcan_13210.1","three_four","Str"
"toxocara_canis","Tcan_13213.1","three_four","Str"
"toxocara_canis","Tcan_13309.1","srbc","Solo"
"toxocara_canis","Tcan_13395.1","srt","Srg"
"toxocara_canis","Tcan_13887.1","srbc","Solo"
"toxocara_canis","Tcan_13895.1","srt","Srg"
"toxocara_canis","Tcan_13898.1","srbc","Solo"
"toxocara_canis","Tcan_13899.1","srt","Srg"
"toxocara_canis","Tcan_14130.1","srd","Str"
"toxocara_canis","Tcan_14140.1","srw","Solo"
"toxocara_canis","Tcan_14231.1","srxa","Srg"
"toxocara_canis","Tcan_14502.1","three_four","Str"
"toxocara_canis","Tcan_14562.1","srw","Solo"
"toxocara_canis","Tcan_14725.1","srw","Solo"
"toxocara_canis","Tcan_14842.1","srbc","Solo"
"toxocara_canis","Tcan_14853.1","srw","Solo"
"toxocara_canis","Tcan_14889.1","srsx","Solo"
"toxocara_canis","Tcan_15186.1","srt","Srg"
"toxocara_canis","Tcan_15794.1","srt","Srg"
"toxocara_canis","Tcan_15800.1","srx","Srg"
"toxocara_canis","Tcan_16145.1","srd","Str"
"toxocara_canis","Tcan_16153.1","srd","Str"
"toxocara_canis","Tcan_16316.1","sre","Sra"
"toxocara_canis","Tcan_16318.1","sre","Sra"
"toxocara_canis","Tcan_16387.1","srx","Srg"
"toxocara_canis","Tcan_16601.1","srv","Srg"
"toxocara_canis","Tcan_16764.1","srab","Sra"
"toxocara_canis","Tcan_17007.1","srsx","Solo"
"toxocara_canis","Tcan_17293.1","srbc","Solo"
"toxocara_canis","Tcan_17366.1","srw","Solo"
"toxocara_canis","Tcan_17871.1","srx","Srg"
"toxocara_canis","Tcan_18661.1","srab","Sra"
"toxocara_canis","Tcan_18898.1","srsx","Solo"
"trichinella_spiralis","EFV48599","srsx","Solo"
"trichinella_spiralis","EFV51748","srg","Srg"
"trichinella_spiralis","EFV53957","srg","Srg"
"trichinella_spiralis","EFV55683","srsx","Solo"
"trichinella_spiralis","EFV56708","srbc","Solo"
"trichinella_spiralis","EFV56734","srsx","Solo"
"trichinella_spiralis","EFV57816","srw","Solo"
"trichinella_spiralis","EFV59746","srw","Solo"
"trichinella_spiralis","EFV60587","srbc","Solo"
"trichinella_spiralis","EFV61110","srx","Srg"
"trichuris_muris","TMUE_0000000298","srx","Srg"
"trichuris_muris","TMUE_0000000386","srsx","Solo"
"trichuris_muris","TMUE_0000001059","srg","Srg"
"trichuris_muris","TMUE_1000003700","srw","Solo"
"trichuris_muris","TMUE_1000004824","srg","Srg"
"trichuris_muris","TMUE_1000004965","srg","Srg"
"trichuris_muris","TMUE_1000005845","srab","Sra"
"trichuris_muris","TMUE_2000007404","srsx","Solo"
"trichuris_muris","TMUE_2000008798","srw","Solo"
"trichuris_muris","TMUE_2000008823","srx","Srg"
"trichuris_muris","TMUE_2000009728","srx","Srg"
"trichuris_muris","TMUE_2000010205","srw","Solo"
"trichuris_muris","TMUE_2000010655","srg","Srg"
"trichuris_muris","TMUE_3000011101","srsx","Solo"
"trichuris_muris","TMUE_3000011361","sra","Sra"
"trichuris_muris","TMUE_3000011495","srw","Solo"
"trichuris_muris","TMUE_3000011646","srw","Solo"
"trichuris_muris","TMUE_3000012922","srbc","Solo"
"trichuris_muris","TMUE_3000012991","srsx","Solo"
"trichuris_muris","TMUE_3000013234","srsx","Solo"
"trichuris_muris","TMUE_3000013567","srsx","Solo"
"trichuris_muris","TMUE_3000013609","srsx","Solo"
"trichuris_muris","TMUE_3000014519","srsx","Solo"
